Rank,Title,Previous Rank, Revenues ($M) ,Revenue Change, Profits ($M) ,Profit Change, Assets ($M) , Mkt Value as of 3/29/18 ($M) ,Employees,CEO,CEO Title,Sector,Industry,Years on Fortune 500 List,City,State, Latitude , Longitude 
585,Moodys,631," $4,204.00 ",17%," $1,000.60 ",275%," $8,594.00 "," $30,826.00 ",11896,Raymond W. McDaniel Jr.,"President, Chief Executive Officer &  Director",Business Services,Financial Data Services,,New York,NY, 40.71278 , (74.00597)
586,Symantec,465," $4,191.00 ",-25%, $(106.00),-104%," $18,174.00 "," $16,067.00 ",13000,Gregory S. Clark,Chairman &  Chief Executive Officer,Technology,Computer Software,,Mountain View,CA, 37.38605 , (122.08385)
587,Amkor Technology,600," $4,187.00 ",8%, $260.70 ,59%," $4,522.00 "," $2,425.00 ",29300,Stephen D. Kelley,"President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,,Tempe,AZ, 33.42551 , (111.94001)
588,Skechers U.S.A.,638," $4,181.00 ",17%, $179.20 ,-26%," $2,735.00 "," $6,231.00 ",8150,Robert Greenberg,Chairman &  Chief Executive Officer,Apparel,Apparel,,Manhattan Beach,CA, 33.88474 , (118.41091)
589,KBR,567," $4,171.00 ",-2%, $434.00 ,," $3,674.00 "," $2,271.00 ",20000,Stuart Bradie,"President, Chief Executive Officer &  Director",Engineering &  Construction,"Engineering, Construction",,Houston,TX, 29.76043 , (95.36980)
590,Tiffany,588," $4,170.00 ",4%, $370.10 ,-17%," $5,468.00 "," $12,149.00 ",13100,Alessandro Bogliolo,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Other,,New York,NY, 40.71278 , (74.00597)
591,Torchmark,580," $4,156.00 ",0%," $1,454.50 ",165%," $23,475.00 "," $9,583.00 ",3102,Gary L. Coleman/Larry M. Hutchison,Co-Chairman &  Co-Chief Executive Officer,Financials,"Insurance: Life, Health (stock)",,McKinney,TX, 33.19725 , (96.63978)
592,Broadridge Financial Solutions,749," $4,143.00 ",43%, $326.80 ,6%," $3,150.00 "," $12,796.00 ",10000,Richard J. Daly,Chairman &  Chief Executive Officer,Business Services,Financial Data Services,,Lake Success,NY, 40.77066 , (73.71763)
593,Quad/Graphics,560," $4,131.40 ",-5%, $107.20 ,139%," $2,452.40 "," $1,336.00 ",21100,J. Joel Quadracci,"Chairman, President &  Chief Executive Officer",Media,"Publishing, Printing",,Sussex,WI, 43.13418 , (88.22294)
594,CF Industries Holdings,622," $4,130.00 ",12%, $357.70 ,," $13,463.00 "," $8,805.00 ",2950,W. Anthony Will,"President, Chief Executive Officer &  Director",Chemicals,Chemicals,,Deerfield,IL, 42.17114 , (87.84451)
595,Carlisle,623," $4,090.00 ",11%, $365.50 ,46%," $5,300.00 "," $6,408.00 ",14800,D. Christian Koch,"President, Chief Executive Officer &  Director",Materials,"Building Materials, Glass",,Scottsdale,AZ, 33.49417 , (111.92605)
596,Silgan Holdings,629," $4,090.00 ",13%, $269.70 ,76%," $4,645.00 "," $3,074.00 ",12515,Anthony J. Allott,"President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",,Stamford,CT, 41.05343 , (73.53873)
597,Bemis,587," $4,046.00 ",1%, $94.00 ,-60%," $3,700.00 "," $4,002.00 ",16582,William F. Austen,"President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",,Neenah,WI, 44.18582 , (88.46261)
598,CA,583," $4,036.00 ",0%, $775.00 ,-1%," $12,610.00 "," $14,134.00 ",11800,Michael P. Gregoire,Chairman &  Chief Executive Officer,Technology,Computer Software,,New York,NY, 40.71278 , (74.00597)
599,Hub Group,640," $4,035.00 ",13%, $135.20 ,81%," $1,671.00 "," $1,439.00 ",4377,David P. Yeager,Chairman &  Chief Executive Officer,Transportation,Transportation and Logistics,,Oak Brook,IL, 41.83979 , (87.95355)
600,Worldpay,637," $4,027.00 ",13%, $130.10 ,-39%," $8,667.00 "," $25,915.00 ",3560,Charles D. Drucker/Philip E.R. Jansen,Chairman &  Co-Chief Executive Officer,Business Services,Financial Data Services,,Cincinnati,OH, 39.28073 , (84.31739)
601,Ingles Markets,608," $4,003.00 ",6%, $53.90 ,-1%," $1,733.00 ", $686.00 ,17250,James W. Lanning,"President, Chief Executive Officer &  Director",Food &  Drug Stores,Food and Drug Stores,,Black Mountain,NC, 35.61790 , (82.32123)
602,Snap-on,618," $4,000.00 ",8%, $557.70 ,2%," $5,249.00 "," $8,367.00 ",12600,Nicholas T. Pinchuk,"Chairman, President &  Chief Executive Officer",Industrials,Industrial Machinery,,Kenosha,WI, 42.58474 , (87.82119)
603,Dentsply Sirona,614," $3,993.00 ",7%," $(1,550.00)",-461%," $10,375.00 "," $11,439.00 ",16100,Donald M. Casey Jr.,Chairman &  Chief Executive Officer,Health Care,Medical Products and Equipment,,York,PA, 39.96260 , (76.72775)
604,Calumet Specialty Products,632," $3,992.00 ",11%, $(103.80),," $2,689.00 ", $541.00 ,1600,Timothy Go,Chief Executive Officer,Energy,Petroleum Refining,,Indianapolis,IN, 39.76840 , (86.15807)
605,Global Payments,669," $3,975.00 ",18%, $468.40 ,132%," $12,998.00 "," $17,789.00 ",10000,Jeffrey S. Sloan,Chairman &  Chief Executive Officer,Business Services,Financial Data Services,,Atlanta,GA, 33.74900 , (84.38798)
606,Encompass Health,619," $3,971.40 ",7%, $256.30 ,4%," $4,893.70 "," $5,611.00 ",30935,Mark J. Tarr,"President, Chief Executive Officer &  Director",Health Care,Health Care: Medical Facilities,,Birmingham,AL, 33.52066 , (86.80249)
607,Martin Marietta Materials,607," $3,966.00 ",4%, $713.30 ,68%," $8,993.00 "," $13,019.00 ",8406,C. Howard Nye,"Chairman, President &  Chief Executive Officer",Materials,"Building Materials, Glass",,Raleigh,NC, 35.77959 , (78.63818)
608,Nasdaq,620," $3,965.00 ",7%, $734.00 ,580%," $15,786.00 "," $14,361.00 ",4734,Adena T. Friedman,"President, Chief Executive Officer &  Director",Financials,Securities,,New York,NY, 40.71278 , (74.00597)
609,Leggett & Platt,613," $3,944.00 ",5%, $292.60 ,-24%," $3,551.00 "," $5,842.00 ",22200,Karl G. Glassman,"President, Chief Executive Officer &  Director",Household Products,"Home Equipment, Furnishings",,Carthage,MO, 37.17645 , (94.31022)
610,Universal Forest Products,687," $3,941.00 ",22%, $119.50 ,18%," $1,465.00 "," $1,986.00 ",10000,Matthew J. Missad,Chairman &  Chief Executive Officer,Materials,"Building Materials, Glass",,Grand Rapids,MI, 42.96336 , (85.66809)
611,Sally Beauty Holdings,592," $3,938.00 ",0%, $215.10 ,-4%," $2,123.00 "," $2,058.00 ",21755,Christian A. Brickman,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Other,,Denton,TX, 33.21484 , (97.13307)
612,Flowers Foods,594," $3,921.00 ",0%, $150.10 ,-8%," $2,660.00 "," $4,604.00 ",9800,Allen L. Shiver,"President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Consumer Products,,Thomasville,GA, 30.83658 , (83.97878)
613,Barnes & Noble,555," $3,895.00 ",-12%, $22.00 ,," $1,933.00 ", $360.00 ,18592,Demos Parneros,Chief Executive Officer &  Director,Retailing,Specialty Retailers: Other,,New York,NY, 40.71278 , (74.00597)
614,American Equity Investment Life,883," $3,892.00 ",75%, $174.60 ,110%," $62,031.00 "," $2,639.00 ",515,John M. Matovina,"Chairman, President &  Chief Executive Officer",Financials,"Insurance: Life, Health (stock)",,West Des Moines,IA, 41.57721 , (93.71133)
615,Vulcan Materials,635," $3,890.00 ",8%, $601.20 ,43%," $9,505.00 "," $15,110.00 ",8287,J. Thomas Hill,"Chairman, President &  Chief Executive Officer",Materials,"Building Materials, Glass",,Birmingham,AL, 33.52066 , (86.80249)
616,Taylor Morrison Home,644," $3,885.00 ",9%, $91.20 ,73%," $4,326.00 "," $2,610.00 ",1800,Sheryl D. Palmer,"Chairman, President &  Chief Executive Officer",Engineering &  Construction,Homebuilders,,Scottsdale,AZ, 33.49417 , (111.92605)
617,Westinghouse Air Brake,742," $3,882.00 ",32%, $262.30 ,-14%," $6,580.00 "," $7,822.00 ",18000,Raymond T. Betler,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,,Wilmerding,PA, 40.39090 , (79.81005)
618,Crestwood Equity Partners,805," $3,881.00 ",54%, $(191.90),," $4,285.00 "," $1,824.00 ",954,Robert G Phillips,"Chairman, President &  Chief Executive Officer",Energy,Energy,,Houston,TX, 29.76043 , (95.36980)
619,Iron Mountain,649," $3,846.00 ",9%, $183.80 ,75%," $10,972.00 "," $9,375.00 ",24000,William L. Meaney,"President, Chief Executive Officer &  Director",Business Services,Diversified Outsourcing Services,,Boston,MA, 42.36008 , (71.05888)
620,Lennox International,627," $3,840.00 ",5%, $305.70 ,10%," $1,892.00 "," $8,415.00 ",11450,Todd M. Bluedorn,Chairman &  Chief Executive Officer,Industrials,Industrial Machinery,,Richardson,TX, 32.94833 , (96.72985)
621,General Cable,603," $3,837.00 ",-1%, $(56.60),," $2,235.00 "," $1,499.00 ",8500,Massimo Battaini,"President, Chief Executive Officer &  Director",Industrials,"Electronics, Electrical Equip.",,Highland Heights,KY, 39.03312 , (84.45189)
622,American Eagle Outfitters,630," $3,796.00 ",5%, $204.20 ,-4%," $1,816.00 "," $3,540.00 ",24100,Jay L. Schottenstein,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,,Pittsburgh,PA, 40.44062 , (79.99589)
623,Church & Dwight,652," $3,776.00 ",8%, $743.40 ,62%," $6,015.00 "," $12,294.00 ",4700,Matthew T. Farrell,"President, Chief Executive Officer &  Director",Household Products,Household and Personal Products,,Ewing Township,NJ, 40.25999 , (74.79091)
624,Platform Specialty Products,636," $3,776.00 ",5%, $(296.20),," $10,252.00 "," $2,774.00 ",7850,Rakesh Sachdev,Chief Executive Officer &  Director,Chemicals,Chemicals,,West Palm Beach,FL, 26.71534 , (80.05337)
625,JELD-WEN Holding,," $3,764.00 ",2%, $10.80 ,-97%," $2,863.00 "," $3,257.00 ",21000,Gary S. Michel,Chairman &  Interim Chief Executive Officer,Materials,"Building Materials, Glass",,Charlotte,NC, 35.22709 , (80.84313)
626,OneMain Holdings,602," $3,756.00 ",-3%, $183.00 ,-15%," $19,433.00 "," $4,062.00 ",10100,Jay N. Levine,"President, Chief Executive Officer &  Director",Financials,Diversified Financials,,Evansville,IN, 37.97156 , (87.57109)
627,Colfax,626," $3,737.00 ",3%, $151.10 ,18%," $6,710.00 "," $3,934.00 ",14300,Matthew L. Trerotola,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,,Annapolis Junction,MD, 39.12029 , (76.77693)
628,Zebra Technologies,639," $3,722.00 ",4%, $17.00 ,," $4,275.00 "," $7,412.00 ",7000,Anders Gustafsson,Chairman &  Chief Executive Officer,Industrials,"Electronics, Electrical Equip.",,Lincolnshire,IL, 42.19002 , (87.90840)
629,Andersons,595," $3,686.00 ",-6%, $42.50 ,267%," $2,162.00 ", $943.00 ,1819,Patrick E. Bowe,"President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Production,,Maumee,OH, 41.56283 , (83.65382)
630,TD Ameritrade Holding,674," $3,685.00 ",11%, $872.00 ,4%," $38,627.00 "," $33,605.00 ",10412,Timothy D. Hockey,"President, Chief Executive Officer &  Director",Financials,Securities,,Omaha,NE, 41.25654 , (95.93450)
631,Carlyle Group,869," $3,676.00 ",62%, $244.10 ,3714%," $12,281.00 "," $2,145.00 ",1600,Kewsong Lee/Glenn A. Youngkin,Co-Chief Executive Officer &  Director,Financials,Securities,,Leavenworth,WA, 47.75107 , (120.74014)
632,Hubbell,650," $3,669.00 ",5%, $243.10 ,-17%," $3,721.00 "," $6,678.00 ",17700,David G. Nord,"Chairman, President &  Chief Executive Officer",Industrials,"Electronics, Electrical Equip.",,Shelton,CT, 41.31649 , (73.09316)
633,Trinity Industries,539," $3,663.00 ",-20%, $702.50 ,105%," $9,543.00 "," $4,921.00 ",15605,Timothy R. Wallace,"Chairman, President &  Chief Executive Officer",Transportation,Transportation Equipment,,Dallas,TX, 32.77666 , (96.79699)
634,Darling Ingredients,665," $3,662.00 ",8%, $128.50 ,26%," $4,958.00 "," $2,848.00 ",9800,Randall C. Stuewe,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Food Production,,Irving,TX, 32.81402 , (96.94889)
635,Flowserve,589," $3,661.00 ",-8%, $2.70 ,-98%," $4,911.00 "," $5,668.00 ",17000,R. Scott Rowe,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,,Irving,TX, 32.81402 , (96.94889)
636,Antero Resources,," $3,656.00 ",110%, $615.10 ,," $15,262.00 "," $6,283.00 ",593,Paul M. Rady,Chairman &  Chief Executive Officer,Energy,"Mining, Crude-Oil Production",,Denver,CO, 39.73924 , (104.99025)
637,Skyworks Solutions,680," $3,651.00 ",11%," $1,010.20 ",2%," $4,574.00 "," $18,264.00 ",8400,Liam K. Griffin,"President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,,Woburn,MA, 42.47926 , (71.15228)
638,Landstar System,699," $3,649.00 ",15%, $177.10 ,29%," $1,353.00 "," $4,604.00 ",1273,James B. Gattoni,"President, Chief Executive Officer &  Director",Transportation,"Trucking, Truck Leasing",,Jacksonville,FL, 30.33218 , (81.65565)
639,Buckeye Partners,685," $3,648.00 ",12%, $478.80 ,-11%," $10,305.00 "," $5,494.00 ",1870,Clark C. Smith,"Chairman, President &  Chief Executive Officer",Energy,Pipelines,,Houston,TX, 29.76043 , (95.36980)
640,MRC Global,726," $3,646.00 ",20%, $50.00 ,," $2,340.00 "," $1,517.00 ",3580,Andrew R. Lane,"President, Chief Executive Officer &  Director",Energy,"Oil and Gas Equipment, Services",,Houston,TX, 29.76043 , (95.36980)
641,CME Group,633," $3,645.00 ",1%," $4,063.40 ",165%," $75,791.00 "," $55,058.00 ",2830,Terrence A. Duffy,Chairman &  Chief Executive Officer,Financials,Securities,,Chicago,IL, 41.87811 , (87.62980)
642,Greif,676," $3,638.00 ",10%, $118.60 ,58%," $3,232.00 "," $2,636.00 ",13000,Peter G. Watson,"President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",,Delaware,OH, 40.29867 , (83.06797)
643,Nexeo Solutions,," $3,637.00 ",241%, $14.40 ,," $2,254.00 ", $960.00 ,2640,David A. Bradley,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,,The Woodlands,TX, 30.16582 , (95.46126)
644,Cooper-Standard Holdings,655," $3,618.00 ",4%, $135.30 ,-3%," $2,726.00 "," $2,200.00 ",32000,Jeffrey S. Edwards,Chairman &  Chief Executive Officer,Motor Vehicles &  Parts,Motor Vehicles and Parts,,Novi,MI, 42.48059 , (83.47549)
645,Urban Outfitters,645," $3,616.00 ",2%, $108.30 ,-50%," $1,953.00 "," $4,001.00 ",16330,Richard A. Hayne,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,,Philadelphia,PA, 39.95258 , (75.16522)
646,LSC Communications,625," $3,603.00 ",-1%, $(57.00),-154%," $2,014.00 ", $608.00 ,24000,Thomas J. Quinlan III,"Chairman, President &  Chief Executive Officer",Media,"Publishing, Printing",,Chicago,IL, 41.87811 , (87.62980)
647,Sabre,668," $3,599.00 ",7%, $242.50 ,0%," $5,649.00 "," $5,887.00 ",9000,Sean E. Menke,"President, Chief Executive Officer &  Director",Technology,Internet Services and Retailing,,Southlake,TX, 32.94124 , (97.13418)
648,Green Plains,662," $3,596.00 ",5%, $61.10 ,473%," $2,785.00 ", $688.00 ,1427,Todd A. Becker,"President, Chief Executive Officer &  Director",Energy,Energy,,Omaha,NE, 41.25654 , (95.93450)
649,Hexion,659," $3,591.00 ",5%, $(234.00),," $2,097.00 ",,4300,Craig A. Rogerson,"Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,,Columbus,OH, 39.96118 , (82.99879)
650,Stericycle,642," $3,581.00 ",1%, $42.40 ,-80%," $6,988.00 "," $5,007.00 ",23200,Charles A. Alutto,"President, Chief Executive Officer &  Director",Business Services,Waste Management,,Lake Forest,IL, 42.25863 , (87.84063)
651,Warner Music Group,686," $3,576.00 ",10%, $143.00 ,472%," $5,718.00 ",,4520,Stephen F. Cooper,"President, Chief Executive Officer &  Director",Media,Entertainment,,New York,NY, 40.71278 , (74.00597)
652,Ventas,658," $3,574.00 ",4%," $1,356.50 ",109%," $23,955.00 "," $17,643.00 ",493,Debra A. Cafaro,Chairman &  Chief Executive Officer,Financials,Real estate,,Chicago,IL, 41.87811 , (87.62980)
653,ScanSource,647," $3,568.00 ",1%, $69.20 ,9%," $1,718.00 ", $909.00 ,2000,Michael L. Baur,Chief Executive Officer &  Director,Wholesalers,Wholesalers: Electronics and Office Equipment,,Greenville,SC, 34.85262 , (82.39401)
654,Pinnacle West Capital,651," $3,565.00 ",2%, $488.50 ,11%," $17,019.00 "," $8,932.00 ",6292,Donald E. Brandt,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,,Phoenix,AZ, 33.44838 , (112.07404)
655,Scripps Networks Interactive,664," $3,562.00 ",5%, $623.90 ,-7%," $6,522.00 ", $-   ,3600,David M. Zaslav,CEO-Discovery,Media,Entertainment,,Knoxville,TN, 35.96064 , (83.92074)
656,Alexion Pharmaceuticals,714," $3,551.00 ",15%, $443.30 ,11%," $13,583.00 "," $24,784.00 ",2525,Ludwig N. Hantson,Chairman &  Chief Executive Officer,Health Care,Pharmaceuticals,,New Haven,CT, 41.30827 , (72.92788)
657,Pitney Bowes,663," $3,550.00 ",4%, $261.30 ,182%," $6,679.00 "," $2,038.00 ",14700,Marc B. Lautenbach,"President, Chief Executive Officer &  Director",Technology,"Computers, Office Equipment",,Stamford,CT, 41.05343 , (73.53873)
658,CIT Group,550," $3,545.00 ",-20%, $468.20 ,," $49,279.00 "," $6,649.00 ",4167,Ellen R. Alemany,Chairwoman &  CEO,Financials,Commercial Banks,,New York,NY, 40.71278 , (74.00597)
659,Country Financial,657," $3,542.00 ",2%, $187.30 ,39%," $14,664.00 ",,3834,Kurt F. Bock,Chief Executive Officer,Financials,Insurance: Property and Casualty (Mutual),,Bloomington,IL, 40.48420 , (88.99369)
660,CUNA Mutual Group,683," $3,541.00 ",8%, $303.20 ,36%," $20,595.00 ",,3300,Robert N. Trunzo,"President, Chief Executive Officer &  Director",Financials,"Insurance: Life, Health (stock)",,Madison,WI, 43.07305 , (89.40123)
661,Triumph Group,601," $3,533.00 ",-9%, $(43.00),," $4,415.00 "," $1,252.00 ",14309,Daniel J. Crowley,"President, Chief Executive Officer &  Director",Aerospace &  Defense,Aerospace and Defense,,Berwyn,PA, 40.04582 , (75.43959)
662,TransDigm Group,698," $3,529.00 ",11%, $596.90 ,2%," $9,976.00 "," $16,021.00 ",9200,Kevin M. Stein,"President, Chief Executive Officer &  Director",Aerospace &  Defense,Aerospace and Defense,,Cleveland,OH, 41.49932 , (81.69436)
663,Allegheny Technologies,707," $3,525.00 ",13%, $(91.90),," $5,185.00 "," $2,974.00 ",8600,Richard J. Harshman,"Chairman, President &  Chief Executive Officer",Materials,Metals,,Pittsburgh,PA, 40.44062 , (79.99589)
664,Resolute Forest Products,646," $3,513.00 ",-1%, $(84.00),," $4,147.00 ", $749.00 ,7700,Yves Laflamme,"President, Chief Executive Officer &  Director",Materials,Forest and Paper Products,,Catawba,SC, 34.85292 , (80.91119)
665,Acuity Brands,679," $3,505.00 ",7%, $321.70 ,11%," $2,900.00 "," $5,868.00 ",12500,Vernon J. Nagel,"Chairman, President &  Chief Executive Officer",Industrials,"Electronics, Electrical Equip.",,Atlanta,GA, 33.74900 , (84.38798)
666,Abercrombie & Fitch,675," $3,493.00 ",5%, $7.10 ,79%," $2,326.00 "," $1,651.00 ",22500,Fran Horowitz-Bonadies,Chief Executive Officer &  Director,Retailing,Specialty Retailers: Apparel,,New Albany,OH, 40.08117 , (82.80879)
667,KLA-Tencor,733," $3,480.00 ",17%, $926.10 ,32%," $5,532.00 "," $17,073.00 ",5990,Richard P. Wallace,"President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,,Milpitas,CA, 37.43233 , (121.89957)
668,Weis Markets,706," $3,467.00 ",11%, $98.40 ,13%," $1,442.00 "," $1,102.00 ",23000,Jonathan H. Weis,"Chairman, President &  Chief Executive Officer",Food &  Drug Stores,Food and Drug Stores,,Sunbury,PA, 40.86259 , (76.79441)
669,Puget Energy,700," $3,460.00 ",9%, $175.20 ,-44%," $13,691.00 ",,3140,Kimberly J. Harris,"President, Chief Executive Officer &  Director",Energy,Utilities: Gas and Electric,,Bellevue,WA, 47.61015 , (122.20152)
670,Mednax,697," $3,458.00 ",9%, $320.40 ,-1%," $5,867.00 "," $5,251.00 ",14000,Roger J. Medel,Chief Executive Officer &  Director,Health Care,Health Care: Pharmacy and Other Services,,Fort Lauderdale,FL, 26.16697 , (80.25660)
